site_id,window_start,ion,concentration
Q2,2010-05-11,k_mgl,0.8088888888888889
Q2,2010-05-11,no3n_ugl,110.33333333333333
Q2,2010-05-11,mg_mgl,2.668888888888889
Q2,2010-05-11,ca_mgl,5.928888888888889
Q2,2010-05-11,nh4n_ugl,6.333333333333333
Q2,2010-07-13,k_mgl,0.84625
Q2,2010-07-13,no3n_ugl,114
Q2,2010-07-13,mg_mgl,2.53375
Q2,2010-07-13,ca_mgl,5.72875
Q2,2010-07-13,nh4n_ugl,12.4
Q2,2010-09-14,k_mgl,1.1275
Q2,2010-09-14,no3n_ugl,169.11111111111111
Q2,2010-09-14,mg_mgl,2.70125
Q2,2010-09-14,ca_mgl,6.0625
Q2,2010-09-14,nh4n_ugl,7.75
Q2,2010-11-16,k_mgl,1.1300000000000001
Q2,2010-11-16,no3n_ugl,107.125
Q2,2010-11-16,mg_mgl,2.9144444444444444
Q2,2010-11-16,ca_mgl,6.386666666666667
Q2,2010-11-16,nh4n_ugl,10.666666666666666
Q2,2011-01-18,k_mgl,0.7266666666666667
Q2,2011-01-18,no3n_ugl,114
Q2,2011-01-18,mg_mgl,2.98
Q2,2011-01-18,ca_mgl,7.401111111111111
Q2,2011-01-18,nh4n_ugl,19
Q2,2011-03-22,k_mgl,0.7224999999999999
Q2,2011-03-22,no3n_ugl,85
Q2,2011-03-22,mg_mgl,2.13
Q2,2011-03-22,ca_mgl,5.3475
Q2,2011-03-22,nh4n_ugl,NA
Q2,2011-05-24,k_mgl,0.8233333333333334
Q2,2011-05-24,no3n_ugl,89.125
Q2,2011-05-24,mg_mgl,2.5166666666666666
Q2,2011-05-24,ca_mgl,7.257777777777778
Q2,2011-05-24,nh4n_ugl,NA
Q2,2011-07-26,k_mgl,0.77875
Q2,2011-07-26,no3n_ugl,75.5
Q2,2011-07-26,mg_mgl,2.32625
Q2,2011-07-26,ca_mgl,5.8825
Q2,2011-07-26,nh4n_ugl,12
Q2,2011-09-27,k_mgl,0.8266666666666667
Q2,2011-09-27,no3n_ugl,118.33333333333333
Q2,2011-09-27,mg_mgl,2.9133333333333336
Q2,2011-09-27,ca_mgl,7.573333333333333
Q2,2011-09-27,nh4n_ugl,9.333333333333334
Q2,2011-11-29,k_mgl,0.7944444444444444
Q2,2011-11-29,no3n_ugl,134.88888888888889
Q2,2011-11-29,mg_mgl,2.838888888888889
Q2,2011-11-29,ca_mgl,7.59
Q2,2011-11-29,nh4n_ugl,25.333333333333332
Q2,2012-01-31,k_mgl,0.8322222222222222
Q2,2012-01-31,no3n_ugl,88.42857142857143
Q2,2012-01-31,mg_mgl,2.973333333333333
Q2,2012-01-31,ca_mgl,7.822222222222222
Q2,2012-01-31,nh4n_ugl,NA
Q2,2012-04-03,k_mgl,0.8133333333333334
Q2,2012-04-03,no3n_ugl,66.5
Q2,2012-04-03,mg_mgl,2.8111111111111113
Q2,2012-04-03,ca_mgl,7.281111111111111
Q2,2012-04-03,nh4n_ugl,NA
Q2,2012-06-05,k_mgl,0.7644444444444445
Q2,2012-06-05,no3n_ugl,117.42857142857143
Q2,2012-06-05,mg_mgl,2.7177777777777776
Q2,2012-06-05,ca_mgl,6.448888888888889
Q2,2012-06-05,nh4n_ugl,14.5
Q2,2012-08-07,k_mgl,0.7911111111111111
Q2,2012-08-07,no3n_ugl,112.75
Q2,2012-08-07,mg_mgl,2.778888888888889
Q2,2012-08-07,ca_mgl,6.511111111111111
Q2,2012-08-07,nh4n_ugl,9
Q2,2012-10-09,k_mgl,0.86
Q2,2012-10-09,no3n_ugl,81
Q2,2012-10-09,mg_mgl,2.401111111111111
Q2,2012-10-09,ca_mgl,5.383333333333334
Q2,2012-10-09,nh4n_ugl,7
Q2,2012-12-11,k_mgl,0.86
Q2,2012-12-11,no3n_ugl,135.16666666666666
Q2,2012-12-11,mg_mgl,2.9033333333333333
Q2,2012-12-11,ca_mgl,6.777777777777778
Q2,2012-12-11,nh4n_ugl,17
Q2,2013-02-12,k_mgl,0.8833333333333333
Q2,2013-02-12,no3n_ugl,84.5
Q2,2013-02-12,mg_mgl,2.6266666666666665
Q2,2013-02-12,ca_mgl,5.105555555555555
Q2,2013-02-12,nh4n_ugl,24
Q2,2013-04-16,k_mgl,0.8366666666666667
Q2,2013-04-16,no3n_ugl,59.833333333333336
Q2,2013-04-16,mg_mgl,2.6144444444444446
Q2,2013-04-16,ca_mgl,5.738888888888889
Q2,2013-04-16,nh4n_ugl,14
Q2,2013-06-18,k_mgl,0.65875
Q2,2013-06-18,no3n_ugl,66.75
Q2,2013-06-18,mg_mgl,2.8175
Q2,2013-06-18,ca_mgl,6.85
Q2,2013-06-18,nh4n_ugl,5.5
Q2,2013-08-20,k_mgl,0.6585714285714286
Q2,2013-08-20,no3n_ugl,61.333333333333336
Q2,2013-08-20,mg_mgl,2.7314285714285713
Q2,2013-08-20,ca_mgl,7.2785714285714285
Q2,2013-08-20,nh4n_ugl,8.5
Q2,2013-10-22,k_mgl,0.8744444444444445
Q2,2013-10-22,no3n_ugl,113.125
Q2,2013-10-22,mg_mgl,2.57
Q2,2013-10-22,ca_mgl,5.98
Q2,2013-10-22,nh4n_ugl,11.25
Q2,2013-12-24,k_mgl,0.8888888888888888
Q2,2013-12-24,no3n_ugl,138.57142857142858
Q2,2013-12-24,mg_mgl,2.867777777777778
Q2,2013-12-24,ca_mgl,5.88
Q2,2013-12-24,nh4n_ugl,15.333333333333334
Q2,2014-02-25,k_mgl,0.9355555555555556
Q2,2014-02-25,no3n_ugl,128.5
Q2,2014-02-25,mg_mgl,3.5077777777777777
Q2,2014-02-25,ca_mgl,7.032222222222222
Q2,2014-02-25,nh4n_ugl,6.666666666666667
Q2,2014-04-29,k_mgl,1.10875
Q2,2014-04-29,no3n_ugl,115.5
Q2,2014-04-29,mg_mgl,3.065
Q2,2014-04-29,ca_mgl,6.20875
Q2,2014-04-29,nh4n_ugl,9
Q2,2014-07-01,k_mgl,0.9833333333333334
Q2,2014-07-01,no3n_ugl,106
Q2,2014-07-01,mg_mgl,3.1
Q2,2014-07-01,ca_mgl,6.622222222222222
Q2,2014-07-01,nh4n_ugl,10.5
Q2,2014-09-02,k_mgl,0.9788888888888889
Q2,2014-09-02,no3n_ugl,129.66666666666666
Q2,2014-09-02,mg_mgl,3.0933333333333333
Q2,2014-09-02,ca_mgl,6.475555555555555
Q2,2014-09-02,nh4n_ugl,6.25
Q2,2014-11-04,k_mgl,0.8089999999999999
Q2,2014-11-04,no3n_ugl,73.16666666666667
Q2,2014-11-04,mg_mgl,2.809
Q2,2014-11-04,ca_mgl,6.01
Q2,2014-11-04,nh4n_ugl,6.5
Q2,2015-01-06,k_mgl,0.9025
Q2,2015-01-06,no3n_ugl,108.5
Q2,2015-01-06,mg_mgl,3.04375
Q2,2015-01-06,ca_mgl,6.66125
Q2,2015-01-06,nh4n_ugl,12
Q2,2015-03-10,k_mgl,1.04
Q2,2015-03-10,no3n_ugl,156
Q2,2015-03-10,mg_mgl,3.477777777777778
Q2,2015-03-10,ca_mgl,7.191111111111111
Q2,2015-03-10,nh4n_ugl,10.5
Q2,2015-05-12,k_mgl,1.2349999999999999
Q2,2015-05-12,no3n_ugl,172
Q2,2015-05-12,mg_mgl,4.26
Q2,2015-05-12,ca_mgl,8.86
Q2,2015-05-12,nh4n_ugl,NA
Q2,2015-07-14,k_mgl,NA
Q2,2015-07-14,no3n_ugl,NA
Q2,2015-07-14,mg_mgl,NA
Q2,2015-07-14,ca_mgl,NA
Q2,2015-07-14,nh4n_ugl,NA
Q2,2015-09-15,k_mgl,0.845
Q2,2015-09-15,no3n_ugl,200
Q2,2015-09-15,mg_mgl,1.855
Q2,2015-09-15,ca_mgl,4.205
Q2,2015-09-15,nh4n_ugl,11.5
Q2,2015-11-17,k_mgl,0.8333333333333334
Q2,2015-11-17,no3n_ugl,141.14285714285714
Q2,2015-11-17,mg_mgl,2.272222222222222
Q2,2015-11-17,ca_mgl,5.252222222222223
Q2,2015-11-17,nh4n_ugl,6.25
Q2,2016-01-19,k_mgl,0.8266666666666667
Q2,2016-01-19,no3n_ugl,147.75
Q2,2016-01-19,mg_mgl,2.2583333333333333
Q2,2016-01-19,ca_mgl,5.245
Q2,2016-01-19,nh4n_ugl,7
Q2,2016-03-22,k_mgl,0.9522222222222222
Q2,2016-03-22,no3n_ugl,112.83333333333333
Q2,2016-03-22,mg_mgl,2.7855555555555553
Q2,2016-03-22,ca_mgl,6.7877777777777775
Q2,2016-03-22,nh4n_ugl,12.5
Q2,2016-05-24,k_mgl,0.9011111111111111
Q2,2016-05-24,no3n_ugl,135.75
Q2,2016-05-24,mg_mgl,2.8244444444444445
Q2,2016-05-24,ca_mgl,6.948888888888889
Q2,2016-05-24,nh4n_ugl,12.25
Q2,2016-07-26,k_mgl,0.9655555555555556
Q2,2016-07-26,no3n_ugl,109.125
Q2,2016-07-26,mg_mgl,2.5644444444444443
Q2,2016-07-26,ca_mgl,6.155555555555556
Q2,2016-07-26,nh4n_ugl,6
Q2,2016-09-27,k_mgl,0.9588888888888889
Q2,2016-09-27,no3n_ugl,149
Q2,2016-09-27,mg_mgl,2.8633333333333333
Q2,2016-09-27,ca_mgl,6.616666666666666
Q2,2016-09-27,nh4n_ugl,NA
Q2,2016-11-29,k_mgl,0.9155555555555556
Q2,2016-11-29,no3n_ugl,138.77777777777777
Q2,2016-11-29,mg_mgl,2.5566666666666666
Q2,2016-11-29,ca_mgl,6.168888888888889
Q2,2016-11-29,nh4n_ugl,8
Q2,2017-01-31,k_mgl,1.0344444444444445
Q2,2017-01-31,no3n_ugl,137.55555555555554
Q2,2017-01-31,mg_mgl,2.828888888888889
Q2,2017-01-31,ca_mgl,6.2
Q2,2017-01-31,nh4n_ugl,14
Q2,2017-04-04,k_mgl,0.9877777777777778
Q2,2017-04-04,no3n_ugl,126.57142857142857
Q2,2017-04-04,mg_mgl,2.4877777777777776
Q2,2017-04-04,ca_mgl,5.764444444444445
Q2,2017-04-04,nh4n_ugl,12
Q2,2017-06-06,k_mgl,0.9666666666666667
Q2,2017-06-06,no3n_ugl,114.33333333333333
Q2,2017-06-06,mg_mgl,2.7022222222222223
Q2,2017-06-06,ca_mgl,6.2811111111111115
Q2,2017-06-06,nh4n_ugl,8
Q2,2017-08-08,k_mgl,1.1025
Q2,2017-08-08,no3n_ugl,142.25
Q2,2017-08-08,mg_mgl,2.8575
Q2,2017-08-08,ca_mgl,6.297499999999999
Q2,2017-08-08,nh4n_ugl,NA
Q2,2017-10-10,k_mgl,1.39
Q2,2017-10-10,no3n_ugl,269.5
Q2,2017-10-10,mg_mgl,2.7616666666666667
Q2,2017-10-10,ca_mgl,5.16
Q2,2017-10-10,nh4n_ugl,NA
Q2,2017-12-12,k_mgl,1.3
Q2,2017-12-12,no3n_ugl,205.85714285714286
Q2,2017-12-12,mg_mgl,2.84125
Q2,2017-12-12,ca_mgl,6.175
Q2,2017-12-12,nh4n_ugl,7
Q2,2018-02-13,k_mgl,1.1144444444444443
Q2,2018-02-13,no3n_ugl,141.28571428571428
Q2,2018-02-13,mg_mgl,2.7955555555555556
Q2,2018-02-13,ca_mgl,6.148888888888889
Q2,2018-02-13,nh4n_ugl,NA
Q2,2018-04-17,k_mgl,1.0922222222222222
Q2,2018-04-17,no3n_ugl,76.75
Q2,2018-04-17,mg_mgl,2.771111111111111
Q2,2018-04-17,ca_mgl,6.192222222222222
Q2,2018-04-17,nh4n_ugl,9.666666666666666
Q2,2018-06-19,k_mgl,1.03375
Q2,2018-06-19,no3n_ugl,70.25
Q2,2018-06-19,mg_mgl,2.8875
Q2,2018-06-19,ca_mgl,6.3675
Q2,2018-06-19,nh4n_ugl,11.8
Q2,2018-08-21,k_mgl,1.0433333333333334
Q2,2018-08-21,no3n_ugl,84.5
Q2,2018-08-21,mg_mgl,2.675
Q2,2018-08-21,ca_mgl,5.925
Q2,2018-08-21,nh4n_ugl,7
Q2,2018-10-23,k_mgl,0.9871428571428571
Q2,2018-10-23,no3n_ugl,142.42857142857142
Q2,2018-10-23,mg_mgl,2.82
Q2,2018-10-23,ca_mgl,6.247142857142857
Q2,2018-10-23,nh4n_ugl,7.5
Q2,2018-12-25,k_mgl,1.0571428571428572
Q2,2018-12-25,no3n_ugl,85.2
Q2,2018-12-25,mg_mgl,3.032857142857143
Q2,2018-12-25,ca_mgl,6.6814285714285715
Q2,2018-12-25,nh4n_ugl,10
Q2,2019-02-26,k_mgl,1.1377777777777778
Q2,2019-02-26,no3n_ugl,164.14285714285714
Q2,2019-02-26,mg_mgl,3.046666666666667
Q2,2019-02-26,ca_mgl,6.747777777777777
Q2,2019-02-26,nh4n_ugl,6.5
Q2,2019-04-30,k_mgl,1.12
Q2,2019-04-30,no3n_ugl,109
Q2,2019-04-30,mg_mgl,2.832222222222222
Q2,2019-04-30,ca_mgl,6.37
Q2,2019-04-30,nh4n_ugl,NA
Q2,2019-07-02,k_mgl,1.1077777777777778
Q2,2019-07-02,no3n_ugl,104.28571428571429
Q2,2019-07-02,mg_mgl,2.6888888888888887
Q2,2019-07-02,ca_mgl,5.8133333333333335
Q2,2019-07-02,nh4n_ugl,8
Q2,2019-09-03,k_mgl,1.0222222222222221
Q2,2019-09-03,no3n_ugl,193.5
Q2,2019-09-03,mg_mgl,2.758888888888889
Q2,2019-09-03,ca_mgl,5.46
Q2,2019-09-03,nh4n_ugl,NA
Q2,2019-11-05,k_mgl,1.2155555555555555
Q2,2019-11-05,no3n_ugl,239.625
Q2,2019-11-05,mg_mgl,2.75
Q2,2019-11-05,ca_mgl,5.626666666666667
Q2,2019-11-05,nh4n_ugl,7.6
Q2,2020-01-07,k_mgl,1.1144444444444443
Q2,2020-01-07,no3n_ugl,276.1111111111111
Q2,2020-01-07,mg_mgl,2.6944444444444446
Q2,2020-01-07,ca_mgl,5.387777777777778
Q2,2020-01-07,nh4n_ugl,9.666666666666666
Q2,2020-03-10,k_mgl,1.22
Q2,2020-03-10,no3n_ugl,251.5
Q2,2020-03-10,mg_mgl,3.205
Q2,2020-03-10,ca_mgl,7.965
Q2,2020-03-10,nh4n_ugl,7
Q2,2020-05-12,k_mgl,1.35
Q2,2020-05-12,no3n_ugl,133
Q2,2020-05-12,mg_mgl,1.85
Q2,2020-05-12,ca_mgl,4.19
Q2,2020-05-12,nh4n_ugl,29
Q2,2020-07-14,k_mgl,1.1028571428571428
Q2,2020-07-14,no3n_ugl,144.14285714285714
Q2,2020-07-14,mg_mgl,2.6357142857142857
Q2,2020-07-14,ca_mgl,5.627142857142857
Q2,2020-07-14,nh4n_ugl,8.4
Q2,2020-09-15,k_mgl,1.125
Q2,2020-09-15,no3n_ugl,221
Q2,2020-09-15,mg_mgl,2.91875
Q2,2020-09-15,ca_mgl,5.40875
Q2,2020-09-15,nh4n_ugl,8.5
Q2,2020-11-17,k_mgl,1.0971428571428572
Q2,2020-11-17,no3n_ugl,256.14285714285717
Q2,2020-11-17,mg_mgl,3.0957142857142856
Q2,2020-11-17,ca_mgl,6.815714285714286
Q2,2020-11-17,nh4n_ugl,10
Q3,1986-05-20,k_mgl,0.7033333333333333
Q3,1986-05-20,no3n_ugl,119.66666666666667
Q3,1986-05-20,mg_mgl,3.4333333333333336
Q3,1986-05-20,ca_mgl,3.9533333333333336
Q3,1986-05-20,nh4n_ugl,NA
Q3,1986-07-22,k_mgl,NA
Q3,1986-07-22,no3n_ugl,NA
Q3,1986-07-22,mg_mgl,NA
Q3,1986-07-22,ca_mgl,NA
Q3,1986-07-22,nh4n_ugl,NA
Q3,1986-09-23,k_mgl,0.566
Q3,1986-09-23,no3n_ugl,161.5
Q3,1986-09-23,mg_mgl,2.606
Q3,1986-09-23,ca_mgl,3.606
Q3,1986-09-23,nh4n_ugl,24.6
Q3,1986-11-25,k_mgl,0.56
Q3,1986-11-25,no3n_ugl,197.88888888888889
Q3,1986-11-25,mg_mgl,2.738888888888889
Q3,1986-11-25,ca_mgl,3.462222222222222
Q3,1986-11-25,nh4n_ugl,17
Q3,1987-01-27,k_mgl,0.6222222222222222
Q3,1987-01-27,no3n_ugl,193.77777777777777
Q3,1987-01-27,mg_mgl,3.0477777777777777
Q3,1987-01-27,ca_mgl,3.7266666666666666
Q3,1987-01-27,nh4n_ugl,14.571428571428571
Q3,1987-03-31,k_mgl,0.6922222222222222
Q3,1987-03-31,no3n_ugl,182.11111111111111
Q3,1987-03-31,mg_mgl,2.4544444444444444
Q3,1987-03-31,ca_mgl,3.428888888888889
Q3,1987-03-31,nh4n_ugl,46
Q3,1987-06-02,k_mgl,0.6666666666666666
Q3,1987-06-02,no3n_ugl,175.22222222222223
Q3,1987-06-02,mg_mgl,2.4044444444444446
Q3,1987-06-02,ca_mgl,3.621111111111111
Q3,1987-06-02,nh4n_ugl,80.88888888888889
Q3,1987-08-04,k_mgl,0.7055555555555555
Q3,1987-08-04,no3n_ugl,240.375
Q3,1987-08-04,mg_mgl,2.948888888888889
Q3,1987-08-04,ca_mgl,3.9033333333333333
Q3,1987-08-04,nh4n_ugl,19.75
Q3,1987-10-06,k_mgl,0.577
Q3,1987-10-06,no3n_ugl,209.7
Q3,1987-10-06,mg_mgl,2.106
Q3,1987-10-06,ca_mgl,3.079
Q3,1987-10-06,nh4n_ugl,11.714285714285714
Q3,1987-12-08,k_mgl,0.7106666666666667
Q3,1987-12-08,no3n_ugl,162.5
Q3,1987-12-08,mg_mgl,2.306
Q3,1987-12-08,ca_mgl,3.248
Q3,1987-12-08,nh4n_ugl,30.823529411764707
Q3,1988-02-09,k_mgl,0.5833333333333334
Q3,1988-02-09,no3n_ugl,194.77777777777777
Q3,1988-02-09,mg_mgl,2.7488888888888887
Q3,1988-02-09,ca_mgl,3.462222222222222
Q3,1988-02-09,nh4n_ugl,22.444444444444443
Q3,1988-04-12,k_mgl,0.658
Q3,1988-04-12,no3n_ugl,198.6
Q3,1988-04-12,mg_mgl,2.3890000000000002
Q3,1988-04-12,ca_mgl,2.8810000000000002
Q3,1988-04-12,nh4n_ugl,46.2
Q3,1988-06-14,k_mgl,0.677
Q3,1988-06-14,no3n_ugl,NA
Q3,1988-06-14,mg_mgl,2.584
Q3,1988-06-14,ca_mgl,2.896
Q3,1988-06-14,nh4n_ugl,28
Q3,1988-08-16,k_mgl,0.5984615384615385
Q3,1988-08-16,no3n_ugl,140.85714285714286
Q3,1988-08-16,mg_mgl,2.1923076923076925
Q3,1988-08-16,ca_mgl,2.786153846153846
Q3,1988-08-16,nh4n_ugl,42.2
Q3,1988-10-18,k_mgl,0.7075
Q3,1988-10-18,no3n_ugl,184
Q3,1988-10-18,mg_mgl,2.6574999999999998
Q3,1988-10-18,ca_mgl,3.7885714285714287
Q3,1988-10-18,nh4n_ugl,57
Q3,1988-12-20,k_mgl,0.7922222222222223
Q3,1988-12-20,no3n_ugl,188.88888888888889
Q3,1988-12-20,mg_mgl,2.761111111111111
Q3,1988-12-20,ca_mgl,3.87
Q3,1988-12-20,nh4n_ugl,NA
Q3,1989-02-21,k_mgl,0.6988888888888889
Q3,1989-02-21,no3n_ugl,158.22222222222223
Q3,1989-02-21,mg_mgl,2.716666666666667
Q3,1989-02-21,ca_mgl,3.668888888888889
Q3,1989-02-21,nh4n_ugl,NA
Q3,1989-04-25,k_mgl,0.7544444444444445
Q3,1989-04-25,no3n_ugl,145.22222222222223
Q3,1989-04-25,mg_mgl,2.9
Q3,1989-04-25,ca_mgl,4.1755555555555555
Q3,1989-04-25,nh4n_ugl,NA
Q3,1989-06-27,k_mgl,0.8044444444444444
Q3,1989-06-27,no3n_ugl,111.22222222222223
Q3,1989-06-27,mg_mgl,2.626666666666667
Q3,1989-06-27,ca_mgl,3.4266666666666667
Q3,1989-06-27,nh4n_ugl,NA
Q3,1989-08-29,k_mgl,1.031
Q3,1989-08-29,no3n_ugl,176.5
Q3,1989-08-29,mg_mgl,2.676
Q3,1989-08-29,ca_mgl,3.638
Q3,1989-08-29,nh4n_ugl,NA
Q3,1989-10-31,k_mgl,1.4889999999999999
Q3,1989-10-31,no3n_ugl,424.5
Q3,1989-10-31,mg_mgl,3.586
Q3,1989-10-31,ca_mgl,4.354
Q3,1989-10-31,nh4n_ugl,NA
Q3,1990-01-02,k_mgl,1.4577777777777778
Q3,1990-01-02,no3n_ugl,262.375
Q3,1990-01-02,mg_mgl,3.61
Q3,1990-01-02,ca_mgl,5.15
Q3,1990-01-02,nh4n_ugl,NA
Q3,1990-03-06,k_mgl,1.406153846153846
Q3,1990-03-06,no3n_ugl,380.25
Q3,1990-03-06,mg_mgl,2.644615384615385
Q3,1990-03-06,ca_mgl,3.683076923076923
Q3,1990-03-06,nh4n_ugl,NA
Q3,1990-05-08,k_mgl,1.304
Q3,1990-05-08,no3n_ugl,308
Q3,1990-05-08,mg_mgl,3.278
Q3,1990-05-08,ca_mgl,4.443
Q3,1990-05-08,nh4n_ugl,NA
Q3,1990-07-10,k_mgl,1.0666666666666667
Q3,1990-07-10,no3n_ugl,187.375
Q3,1990-07-10,mg_mgl,3.4144444444444444
Q3,1990-07-10,ca_mgl,5.423333333333333
Q3,1990-07-10,nh4n_ugl,NA
Q3,1990-09-11,k_mgl,0.9577777777777777
Q3,1990-09-11,no3n_ugl,114.55555555555556
Q3,1990-09-11,mg_mgl,3.2544444444444447
Q3,1990-09-11,ca_mgl,5.295555555555556
Q3,1990-09-11,nh4n_ugl,NA
Q3,1990-11-13,k_mgl,0.9927272727272728
Q3,1990-11-13,no3n_ugl,197.5
Q3,1990-11-13,mg_mgl,2.8363636363636364
Q3,1990-11-13,ca_mgl,4.458181818181818
Q3,1990-11-13,nh4n_ugl,NA
Q3,1991-01-15,k_mgl,0.7888888888888889
Q3,1991-01-15,no3n_ugl,154.28571428571428
Q3,1991-01-15,mg_mgl,3.8155555555555556
Q3,1991-01-15,ca_mgl,4.995555555555556
Q3,1991-01-15,nh4n_ugl,NA
Q3,1991-03-19,k_mgl,0.8233333333333334
Q3,1991-03-19,no3n_ugl,82.125
Q3,1991-03-19,mg_mgl,3.187777777777778
Q3,1991-03-19,ca_mgl,4.322222222222222
Q3,1991-03-19,nh4n_ugl,NA
Q3,1991-05-21,k_mgl,0.929
Q3,1991-05-21,no3n_ugl,87.25
Q3,1991-05-21,mg_mgl,3.391
Q3,1991-05-21,ca_mgl,4.38
Q3,1991-05-21,nh4n_ugl,NA
Q3,1991-07-23,k_mgl,0.98
Q3,1991-07-23,no3n_ugl,107.1
Q3,1991-07-23,mg_mgl,3.269
Q3,1991-07-23,ca_mgl,4.54
Q3,1991-07-23,nh4n_ugl,NA
Q3,1991-09-24,k_mgl,0.8916666666666667
Q3,1991-09-24,no3n_ugl,147.91666666666666
Q3,1991-09-24,mg_mgl,3.0091666666666668
Q3,1991-09-24,ca_mgl,4.235833333333333
Q3,1991-09-24,nh4n_ugl,NA
Q3,1991-11-26,k_mgl,0.9144444444444445
Q3,1991-11-26,no3n_ugl,216.77777777777777
Q3,1991-11-26,mg_mgl,3.0955555555555554
Q3,1991-11-26,ca_mgl,4.552222222222222
Q3,1991-11-26,nh4n_ugl,NA
Q3,1992-01-28,k_mgl,1.159
Q3,1992-01-28,no3n_ugl,167.11111111111111
Q3,1992-01-28,mg_mgl,3.3930000000000002
Q3,1992-01-28,ca_mgl,5.371
Q3,1992-01-28,nh4n_ugl,NA
Q3,1992-03-31,k_mgl,0.9644444444444444
Q3,1992-03-31,no3n_ugl,80
Q3,1992-03-31,mg_mgl,3.088888888888889
Q3,1992-03-31,ca_mgl,5.408888888888889
Q3,1992-03-31,nh4n_ugl,NA
Q3,1992-06-02,k_mgl,0.9077777777777778
Q3,1992-06-02,no3n_ugl,74.11111111111111
Q3,1992-06-02,mg_mgl,2.8355555555555556
Q3,1992-06-02,ca_mgl,4.177777777777778
Q3,1992-06-02,nh4n_ugl,NA
Q3,1992-08-04,k_mgl,1.1233333333333333
Q3,1992-08-04,no3n_ugl,49.666666666666664
Q3,1992-08-04,mg_mgl,2.918888888888889
Q3,1992-08-04,ca_mgl,4.372222222222223
Q3,1992-08-04,nh4n_ugl,NA
Q3,1992-10-06,k_mgl,0.9655555555555556
Q3,1992-10-06,no3n_ugl,51.111111111111114
Q3,1992-10-06,mg_mgl,3.2311111111111113
Q3,1992-10-06,ca_mgl,4.5488888888888885
Q3,1992-10-06,nh4n_ugl,NA
Q3,1992-12-08,k_mgl,0.9722222222222222
Q3,1992-12-08,no3n_ugl,22
Q3,1992-12-08,mg_mgl,3.358888888888889
Q3,1992-12-08,ca_mgl,4.488888888888889
Q3,1992-12-08,nh4n_ugl,NA
Q3,1993-02-09,k_mgl,0.8233333333333334
Q3,1993-02-09,no3n_ugl,129.5
Q3,1993-02-09,mg_mgl,3.256666666666667
Q3,1993-02-09,ca_mgl,4.522222222222222
Q3,1993-02-09,nh4n_ugl,NA
Q3,1993-04-13,k_mgl,0.8624999999999999
Q3,1993-04-13,no3n_ugl,119.75
Q3,1993-04-13,mg_mgl,3.265
Q3,1993-04-13,ca_mgl,3.9675
Q3,1993-04-13,nh4n_ugl,NA
Q3,1993-06-15,k_mgl,0.8088888888888889
Q3,1993-06-15,no3n_ugl,65.4
Q3,1993-06-15,mg_mgl,2.891111111111111
Q3,1993-06-15,ca_mgl,4.6066666666666665
Q3,1993-06-15,nh4n_ugl,NA
Q3,1993-08-17,k_mgl,0.8633333333333334
Q3,1993-08-17,no3n_ugl,94.75
Q3,1993-08-17,mg_mgl,3.39625
Q3,1993-08-17,ca_mgl,4.736666666666666
Q3,1993-08-17,nh4n_ugl,NA
Q3,1993-10-19,k_mgl,0.8366666666666667
Q3,1993-10-19,no3n_ugl,22.25
Q3,1993-10-19,mg_mgl,3.013333333333333
Q3,1993-10-19,ca_mgl,4.5344444444444445
Q3,1993-10-19,nh4n_ugl,NA
Q3,1993-12-21,k_mgl,0.8077777777777778
Q3,1993-12-21,no3n_ugl,16
Q3,1993-12-21,mg_mgl,2.6155555555555554
Q3,1993-12-21,ca_mgl,4.054444444444444
Q3,1993-12-21,nh4n_ugl,NA
Q3,1994-02-22,k_mgl,0.9011111111111111
Q3,1994-02-22,no3n_ugl,55.666666666666664
Q3,1994-02-22,mg_mgl,3.312222222222222
Q3,1994-02-22,ca_mgl,4.912222222222222
Q3,1994-02-22,nh4n_ugl,NA
Q3,1994-04-26,k_mgl,0.8555555555555555
Q3,1994-04-26,no3n_ugl,17.11111111111111
Q3,1994-04-26,mg_mgl,3.5833333333333335
Q3,1994-04-26,ca_mgl,5.291111111111111
Q3,1994-04-26,nh4n_ugl,NA
Q3,1994-06-28,k_mgl,0.888
Q3,1994-06-28,no3n_ugl,97.75
Q3,1994-06-28,mg_mgl,3.54
Q3,1994-06-28,ca_mgl,5
Q3,1994-06-28,nh4n_ugl,NA
Q3,1994-08-30,k_mgl,0.8577777777777778
Q3,1994-08-30,no3n_ugl,NA
Q3,1994-08-30,mg_mgl,3.3277777777777775
Q3,1994-08-30,ca_mgl,4.845555555555555
Q3,1994-08-30,nh4n_ugl,NA
Q3,1994-11-01,k_mgl,0.8477777777777777
Q3,1994-11-01,no3n_ugl,NA
Q3,1994-11-01,mg_mgl,3.082222222222222
Q3,1994-11-01,ca_mgl,4.412222222222222
Q3,1994-11-01,nh4n_ugl,NA
Q3,1995-01-03,k_mgl,0.9033333333333333
Q3,1995-01-03,no3n_ugl,NA
Q3,1995-01-03,mg_mgl,3.5677777777777777
Q3,1995-01-03,ca_mgl,4.972222222222222
Q3,1995-01-03,nh4n_ugl,NA
Q3,1995-03-07,k_mgl,0.7542857142857143
Q3,1995-03-07,no3n_ugl,NA
Q3,1995-03-07,mg_mgl,3.3257142857142856
Q3,1995-03-07,ca_mgl,4.804285714285714
Q3,1995-03-07,nh4n_ugl,NA
Q3,1995-05-09,k_mgl,0.716
